Segment,Price,PromoSpend,Usage,Tenure,SupportTickets,CompetitorPrice,Region
C,9.3918,27.3478,0.4592,44,0,15.103,East
A,13.5495,26.8513,0.4199,48,0,13.3155,South
C,10.0606,52.7887,0.9756,17,1,16.724,East
A,20.9041,37.4569,0.1237,35,0,11.9187,West
A,20.8384,70.8992,0.504,36,1,15.9293,South
B,9.1247,11.1059,0.5489,4,0,14.8223,East
C,8.7023,28.5396,0.445,4,0,13.9234,North
C,18.1528,58.8105,0.4035,39,2,16.9165,North
B,15.6767,55.8901,0.4157,12,1,14.2213,West
B,10.1398,9.4085,0.2902,2,0,14.3946,South
A,20.1413,28.8463,0.4337,22,2,11.8192,East
A,21.9312,5.3655,0.7456,11,1,14.8452,West
C,15.6962,40.8099,0.737,40,1,19.8051,East
A,10.8913,120.0,0.4572,13,2,18.8161,South
B,18.8276,23.484,0.6221,3,0,15.1648,North
A,18.8203,52.5114,0.6912,8,1,10.6264,South
C,10.5668,38.4925,0.5715,12,1,17.1914,South
C,16.8704,22.6121,0.4106,32,0,14.6506,West
A,15.4436,24.9238,0.2816,8,1,14.8613,South
A,16.143,70.5898,0.5243,4,0,14.4114,West
B,13.9141,62.5944,0.4002,13,1,14.8812,West
C,14.2313,87.9586,0.4014,29,0,14.6638,West
B,13.862,60.246,0.519,39,1,10.0968,West
C,14.2096,6.6696,0.7835,45,1,14.3932,West
C,12.6956,28.829,0.6738,45,0,16.0801,East
A,16.121,120.0,0.3017,12,0,14.7859,South
B,11.3312,56.0574,0.4191,5,0,14.0351,South
A,12.43,21.2047,0.3243,34,3,13.1927,South
C,17.2137,18.6779,0.1579,39,0,17.922,North
C,15.6665,55.0656,0.6339,31,0,16.8592,West
A,21.5051,49.8839,0.3372,13,1,14.6185,East
A,9.0168,20.2318,0.2547,8,1,15.0431,South
A,12.2288,23.1318,0.1731,33,2,17.8119,East
A,14.1326,63.6928,0.431,42,2,12.8675,South
B,16.6151,13.3574,0.6115,5,0,15.5161,East
C,17.3095,41.9471,0.5618,16,0,16.3995,West
C,21.7466,80.6448,0.6551,1,0,12.8422,North
B,13.7483,46.8426,0.3175,9,0,13.108,West
C,13.8536,26.7798,0.5086,42,0,17.5446,South
A,8.5803,46.0813,0.2204,22,1,13.975,South
A,16.5222,37.0226,0.1194,6,2,18.4631,East
B,9.9567,119.7957,0.3989,34,0,13.6399,South
A,18.2443,15.4211,0.383,16,0,15.1142,East
B,20.9363,47.4619,0.4438,43,2,12.9685,North
A,18.6021,42.9157,0.655,3,2,15.2361,East
B,15.9145,30.9369,0.3109,32,1,14.8416,East
B,12.537,14.8282,0.5451,33,0,13.7525,South
C,13.7424,24.647,0.9762,36,0,11.5314,North
C,11.8578,2.2893,0.6898,16,1,16.9738,East
A,14.24,80.5462,0.1502,38,2,16.4471,South
C,21.2401,58.1652,0.6027,41,1,13.2484,North
C,14.196,6.7129,0.4597,27,1,18.0761,North
A,20.426,29.7111,0.104,18,1,15.6228,South
B,21.5774,17.7215,0.7137,46,1,14.9625,West
A,20.8648,70.3608,0.7073,18,2,16.2927,East
B,15.4297,33.1523,0.6635,10,1,14.9419,East
C,11.1486,68.8965,0.5162,13,0,13.6365,South
A,21.4329,27.6426,0.7047,15,1,17.4728,South
C,12.4655,68.7294,0.4668,43,0,14.3923,East
A,16.3947,49.3865,0.3302,3,1,12.2123,South
B,9.3374,44.6538,0.7016,3,0,16.9114,South
C,8.7248,4.7901,0.6481,38,0,17.09,West
C,11.0106,42.549,0.6491,3,0,15.0213,North
B,17.092,23.7751,0.7343,28,1,16.2733,West
C,8.6791,82.7716,0.8141,10,0,18.4907,North
C,19.4576,92.9885,0.7212,31,1,12.9278,East
B,19.5803,7.6685,0.4517,21,1,16.489,West
A,19.4008,41.5739,0.3298,22,2,16.8427,North
B,16.3585,36.5764,0.3402,29,0,16.2092,West
B,9.073,55.0687,0.4214,8,2,15.9798,East
A,21.4492,69.5974,0.2266,3,1,14.5654,East
B,14.8744,36.1329,0.7263,40,2,15.1222,North
C,9.8936,63.8204,0.6571,21,1,14.2014,North
B,9.5839,24.6416,0.6596,1,0,11.727,South
B,18.4786,47.2988,0.4958,39,0,16.6803,East
A,11.2184,91.81,0.3113,7,1,14.2912,South
A,8.9954,18.6868,0.336,17,2,13.0553,West
A,18.589,78.6086,0.3253,11,2,12.7957,East
C,14.4624,18.1266,0.7121,19,1,16.6436,West
C,8.8303,56.3219,0.4598,45,0,14.7363,East
C,10.7179,21.5016,0.6882,42,0,16.0904,East
C,16.2055,24.0952,0.4106,39,0,17.2462,West
B,16.3811,28.6072,0.4711,41,1,16.9552,West
A,16.0497,17.0107,0.1482,21,1,15.9934,East
B,12.6376,37.2247,0.2536,42,1,19.471,East
C,8.6042,38.7122,0.3131,27,2,13.678,North
A,19.2437,29.7278,0.5734,23,0,14.1347,South
B,16.6789,36.8861,0.4233,8,1,14.3276,North
A,15.3137,64.1305,0.0108,30,0,14.3629,North
C,11.9918,21.519,0.593,45,2,16.4869,North
C,11.7423,60.1018,0.6178,45,0,15.5675,West
B,9.7325,19.4827,0.0792,34,3,13.8854,North
A,18.9798,28.8634,0.445,17,0,13.772,West
C,11.4273,34.0411,0.3973,32,0,12.9938,West
C,13.3123,50.5669,0.5784,15,0,15.302,North
C,11.0374,58.2245,0.3002,13,0,13.3608,North
C,8.391,49.1383,0.6419,5,0,15.9336,North
B,13.6413,62.0344,0.4014,25,1,16.3181,North
C,8.2831,60.0876,0.5954,23,1,17.4055,North
B,11.4457,104.9719,0.3217,4,0,16.0592,West
C,12.5247,57.1714,0.6399,10,1,15.0391,North
A,13.3572,47.6651,0.2967,17,1,16.8274,East
B,11.1231,37.8161,0.5298,41,2,17.007,East
A,19.5028,27.9224,0.2805,22,1,18.3116,East
C,10.5376,45.4879,0.3796,40,1,13.6969,North
B,16.0,56.1118,0.7082,12,2,17.2668,East
C,11.5454,53.3792,0.7828,14,1,15.2534,North
C,8.5572,70.2935,0.3831,38,0,17.0813,South
B,19.5686,74.2638,0.3777,26,1,17.0259,North
C,12.6999,40.0893,0.7875,15,2,18.2518,South
C,15.2587,22.495,0.8231,41,0,15.505,South
C,11.5101,7.1538,0.644,24,1,14.0402,North
A,21.8944,81.3671,0.1681,6,0,11.1897,East
C,12.1869,41.3544,0.3258,10,1,15.9902,North
A,14.9024,5.6813,0.574,3,0,10.3769,East
B,12.065,59.426,0.2246,37,1,14.3566,North
B,11.2185,44.0371,0.1708,33,0,13.7151,East
A,16.2912,16.7948,0.2688,19,1,16.3765,East
A,18.8497,28.4647,0.6021,19,2,14.1053,East
A,19.3714,11.0812,0.5447,9,0,14.3773,East
B,21.4718,20.2307,0.3055,47,1,12.4537,North
C,12.5635,87.6171,0.8169,44,0,11.9361,East
C,12.3766,38.8421,0.4674,8,1,17.7123,North
A,15.5637,25.4187,0.2036,41,1,14.9917,South
C,8.9571,32.4856,0.446,3,0,15.2024,North
A,14.7044,35.7811,0.584,6,2,13.9168,South
B,8.0745,8.0729,0.2721,12,0,14.3158,East
C,9.2846,52.9694,0.8039,17,0,15.884,East
C,12.8399,24.7372,0.7368,43,0,15.4858,West
A,19.2003,17.3847,0.378,41,0,13.9728,East
C,10.6319,10.6185,0.8077,38,0,16.6498,South
C,12.3811,44.2105,0.2483,20,0,14.1713,West
B,16.4242,12.5296,0.5074,41,0,15.6027,East
B,21.4329,49.3068,0.7839,43,2,17.0727,West
A,13.1273,55.1731,0.2896,30,0,14.6947,South
C,11.202,50.0233,0.7722,22,1,15.3487,East
C,10.3555,43.1026,0.8206,19,2,15.5094,North
C,15.7734,21.5764,0.4257,45,0,14.243,North
B,9.5839,45.6297,0.4304,45,2,16.762,South
C,9.3397,6.1308,0.7039,2,1,16.8289,West
B,15.3256,12.1022,0.5779,1,3,14.1818,North
C,8.9181,51.6244,0.6377,39,2,15.43,South
C,13.3724,43.3659,0.4484,29,1,13.4905,North
A,20.1256,9.1206,0.6669,27,1,15.0315,South
A,19.9961,35.0947,0.2997,18,0,13.9276,West
C,18.9768,38.5973,0.7447,42,1,15.3454,West
B,17.0638,60.2748,0.37,17,1,15.6992,West
A,18.3687,17.384,0.4424,2,0,15.0088,West
A,17.4261,25.0956,0.152,8,1,17.3089,East
A,19.6916,78.6269,0.5646,10,5,13.9164,South
A,19.2152,38.5256,0.4156,13,0,14.7292,West
B,18.2054,81.1921,0.4973,41,1,18.6438,South
C,16.4239,22.8223,0.7829,24,0,13.4162,South
B,16.7417,9.667,0.3995,29,0,17.0272,West
B,16.3488,17.8082,0.6275,15,0,17.3456,North
C,16.8146,49.873,0.9765,39,0,14.46,West
C,10.2527,91.8077,0.2574,41,0,15.2623,West
A,13.3006,10.4574,0.1341,30,3,15.33,East
C,12.2762,102.7466,0.3675,26,1,15.2824,North
A,19.1785,20.5383,0.314,5,0,13.2141,South
A,19.2218,21.7418,0.3228,5,2,15.9021,West
B,17.1012,44.0654,0.5555,7,1,16.596,East
C,16.0227,32.8626,0.6778,16,0,14.3813,North
A,16.7582,36.3632,0.4632,5,2,14.824,South
B,13.5827,20.3536,0.6556,23,0,14.0491,North
A,18.2867,57.6223,0.2128,24,0,13.3778,South
C,8.2807,59.2102,0.3136,3,0,14.468,North
A,21.7054,11.9146,0.3051,20,0,14.616,West
B,8.4691,33.2185,0.207,29,2,16.6321,West
C,8.0696,45.1719,0.5794,22,0,13.2389,North
A,14.6583,5.0794,0.2722,21,3,13.491,South
C,17.6993,13.5562,0.7958,19,1,18.2617,North
A,17.4752,26.6866,0.5349,42,3,13.0763,South
A,21.6401,56.1882,0.2208,25,0,17.4941,East
B,14.491,28.712,0.7175,19,1,11.4289,West
B,12.496,21.7876,0.6294,10,0,13.6302,West
C,8.2346,25.4201,0.6268,44,0,15.0736,East
A,18.1034,42.2995,0.2986,3,1,10.9323,South
C,17.5899,120.0,0.9128,41,1,12.0553,North
B,9.473,19.5571,0.5399,37,0,15.9849,South
B,18.684,30.847,0.6015,35,2,16.5315,North
A,12.5172,32.775,0.3909,10,1,10.1408,South
A,19.8941,27.187,0.2729,27,3,14.1789,South
A,16.7847,63.7627,0.3468,5,0,12.2514,South
B,19.5258,23.7765,0.5507,36,0,13.5075,West
B,15.6714,60.0778,0.564,31,3,15.1334,East
C,8.1426,5.3463,0.4581,28,1,17.1293,East
A,20.2032,26.2407,0.1911,19,1,13.2905,East
C,8.8488,22.5473,0.2806,45,0,12.7525,West
B,17.9506,53.0554,0.4676,46,2,17.5051,North
B,17.552,12.3821,0.5677,32,3,16.0089,North
C,18.0349,7.8322,0.3715,26,0,15.736,North
C,12.6114,8.6624,0.048,44,0,13.6144,West
C,10.4403,45.5644,0.7846,41,0,15.1124,East
C,14.9204,36.3675,0.6435,32,0,16.0314,North
C,10.7464,100.9208,0.6966,12,0,13.7698,East
C,10.9597,32.6382,0.6032,41,0,15.3882,East
B,10.2345,31.6452,0.8157,9,1,14.6825,South
B,17.8775,42.7781,0.4187,35,0,10.7391,East
C,13.8548,15.9766,0.9546,29,1,15.8851,West
B,15.893,41.335,0.4525,19,0,15.334,East
B,16.857,91.0277,0.5702,14,1,15.434,North
C,9.4522,54.6546,0.37,41,1,13.9861,West
A,16.8765,21.4959,0.2329,37,1,14.2151,East
C,16.2082,56.4977,0.6775,31,1,17.3599,East
B,13.1866,27.4215,0.7327,12,1,11.7781,East
C,10.8278,30.9112,0.8025,45,0,17.5609,West
A,17.6065,50.7856,0.16,18,0,12.3122,South
A,21.741,18.793,0.5048,43,1,14.2337,South
A,14.6658,42.2099,0.3379,19,2,14.3233,East
C,10.5371,65.9849,0.655,44,2,16.2088,North
B,14.3668,52.7144,0.3172,15,0,13.8759,West
A,19.5947,65.6144,0.2483,47,0,14.841,East
C,13.1558,120.0,0.6182,25,2,14.5665,North
A,16.072,63.1117,0.2037,8,0,14.914,East
A,21.5845,19.4713,0.4371,7,0,13.7805,East
B,10.8915,41.8394,0.5373,13,0,14.5993,East
B,13.7722,15.3598,0.1387,11,0,17.4173,West
B,12.6708,42.0074,0.2087,35,1,14.1853,West
C,10.0572,32.8689,0.0619,48,1,11.9078,West
B,11.3664,47.4249,0.3992,41,0,12.1594,East
C,9.7235,67.565,0.2846,6,1,14.7895,West
A,20.6124,18.1984,0.1263,13,0,13.753,South
B,14.27,12.041,0.4574,23,1,15.7287,East
A,21.2431,32.9291,0.0554,1,1,15.4082,North
A,17.512,65.0839,0.6173,4,2,11.3729,East
C,9.2849,57.7909,0.7945,14,2,16.1271,North
C,10.8298,48.6028,0.5213,47,1,15.0289,East
B,15.6041,17.5008,0.3377,20,0,12.0046,East
B,10.7777,8.2894,0.2969,17,0,11.5321,West
B,16.9596,49.2317,0.69,14,1,16.3644,South
B,13.6562,33.6479,0.1548,31,0,17.0323,East
B,10.2171,9.9344,0.7912,14,2,13.1982,West
A,10.4306,52.5692,0.2089,3,1,15.4027,West
C,9.1172,57.2252,0.7442,26,0,12.2926,North
C,10.1408,60.9355,0.6621,34,0,16.5792,South
B,8.5777,41.2123,0.2405,22,2,16.339,East
C,14.6919,34.011,0.7745,37,0,16.5278,North
C,10.0493,120.0,0.3725,26,1,16.5184,South
A,18.7024,120.0,0.3,8,0,12.8897,West
A,21.3346,21.3568,0.1261,38,0,19.2,South
C,15.3593,21.4928,0.8386,3,1,13.2536,West
A,14.1447,12.2831,0.5162,21,1,13.5669,South
B,14.6271,63.7002,0.2914,36,0,14.6186,East
C,11.3516,82.4541,0.4733,18,1,12.8931,South
A,14.5072,34.6805,0.1717,16,1,16.1833,East
A,12.4059,42.7032,0.5146,15,4,11.8339,West
A,16.6992,46.2878,0.5935,3,2,14.3653,East
A,19.6561,57.4607,0.1849,11,0,17.0479,South
B,10.4873,23.4505,0.3669,47,1,15.0345,South
A,20.1101,15.8531,0.214,19,0,15.8669,North
A,18.4278,34.9554,0.7199,6,1,18.6522,South
A,12.1021,29.1675,0.5766,20,2,14.8053,South
C,16.6156,59.0907,0.7861,39,0,14.3654,West
B,12.2603,72.565,0.3058,1,0,16.2368,East
C,9.3817,10.242,0.7505,38,1,17.2657,North
A,19.8707,120.0,0.4569,43,1,13.8769,South
A,11.2273,11.9106,0.3824,6,3,16.1812,North
A,17.2679,43.8113,0.4006,1,1,13.5124,South
B,21.4718,42.6876,0.7639,45,0,13.217,East
A,20.4854,83.1966,0.4875,41,0,15.2597,South
C,13.6663,54.4428,0.3418,27,1,17.7397,North
A,14.2718,50.2901,0.2839,20,0,11.756,South
C,14.6352,34.2115,0.5623,42,0,11.3867,North
A,10.4258,120.0,0.0923,10,0,18.9147,South
B,18.0741,6.1161,0.58,18,0,16.674,East
A,21.0333,10.9538,0.1656,6,1,15.7422,East
B,15.4161,9.9246,0.566,41,2,18.5845,South
A,11.7672,37.863,0.166,9,2,15.3418,East
A,13.2426,9.5535,0.2282,2,1,12.9566,East
A,18.4358,36.7884,0.4056,28,0,14.1009,South
B,18.7738,75.33,0.4014,46,0,14.9625,South
B,8.2584,21.6248,0.3045,24,3,14.9527,West
B,21.4576,102.9272,0.4856,17,2,15.3306,West
C,17.7487,15.426,0.5727,29,1,15.1373,West
B,10.4265,19.7401,0.3968,16,0,10.3897,South
C,15.304,47.325,0.9761,1,1,16.6712,South
A,14.6588,84.3373,0.1649,28,0,16.6817,South
A,21.688,58.8188,0.2989,31,1,14.7705,West
C,11.4949,78.4808,0.8772,4,1,15.2475,East
A,19.4202,20.2934,0.3447,35,1,19.3231,South
C,15.8877,11.0739,0.6693,4,1,12.8093,North
A,21.0576,31.4179,0.3486,28,0,13.9136,South
C,9.858,34.4181,0.4437,45,0,14.2389,South
B,18.3149,64.3431,0.7018,7,1,14.0481,East
C,14.2862,6.543,0.511,5,0,18.0081,East
B,19.6822,17.757,0.7117,40,0,13.1488,South
B,18.0297,39.4856,0.5761,33,0,17.8805,East
A,19.3493,36.2263,0.719,48,1,12.8321,South
A,17.2644,56.2189,0.3571,18,0,8.0171,South
A,14.0318,7.3524,0.6294,2,0,9.7364,East
C,20.1574,40.3495,0.8622,34,1,17.4012,East
C,8.8843,23.2515,0.4245,47,0,13.4878,South
C,8.4363,55.7482,0.9227,18,0,16.6854,South
C,8.2676,13.4645,0.1606,27,0,16.4362,South
B,10.404,40.9234,0.0641,47,2,13.3494,West
B,8.8964,29.6324,0.3382,3,0,14.5304,East
C,9.713,120.0,0.3888,1,0,15.4744,West
B,19.9256,58.0504,0.3805,32,0,17.6564,West
B,18.8454,49.0795,0.9313,8,0,15.5202,East
B,12.3473,36.7379,0.5101,38,1,11.8527,West
B,12.8593,63.4843,0.2394,39,1,16.018,South
B,16.5312,23.5244,0.233,32,0,15.6021,East
B,16.9573,37.2299,0.5448,41,0,11.306,South
A,19.9096,19.5285,0.7204,4,1,18.9706,West
A,12.4279,57.0613,0.0667,14,1,15.3907,North
C,19.3851,62.6325,0.7961,44,0,18.9925,West
C,9.7585,69.9775,0.6343,16,1,15.3998,West
B,9.8033,6.9264,0.0129,23,0,15.2147,East
A,20.9,8.3739,0.389,38,1,12.7353,West
A,17.7476,38.3336,0.3059,16,1,14.1066,East
C,12.4427,4.6831,0.9641,18,0,17.1837,West
A,18.4693,21.6566,0.3101,1,2,11.6194,South
B,16.81,22.7867,0.5267,46,2,15.8406,East
B,11.2958,9.2731,0.4176,11,0,15.9881,West
C,11.3388,94.352,0.2687,28,1,17.0279,West
C,10.8121,51.0853,0.1655,20,1,14.7764,North
C,8.2089,79.3609,0.832,22,0,20.1043,West
C,14.9368,42.4308,0.3297,43,0,15.9092,East
A,18.3314,13.0586,0.2647,19,1,14.2561,East
B,16.5766,22.3334,0.3518,38,2,13.9824,North
B,12.2314,15.4724,0.6117,35,1,12.1373,West
A,20.5679,7.4455,0.8424,13,3,15.3155,East
B,17.5353,21.0528,0.1585,41,0,19.8249,North
A,17.9246,57.9631,0.219,42,2,14.769,North
C,8.8992,52.6358,0.3097,34,0,14.1141,North
C,10.7418,38.7378,0.5821,19,0,16.1758,West
C,14.9068,34.9517,0.3886,39,0,10.5177,North
A,20.7457,16.5396,0.2686,44,0,14.5119,North
B,20.9851,50.0187,0.7862,42,0,15.4076,East
A,11.48,19.6733,0.2665,12,2,18.7725,West
C,11.6461,7.984,0.3768,3,0,17.6991,North
C,11.6563,18.9825,0.89,17,1,13.167,East
C,13.0173,44.2432,0.6786,5,0,18.1448,East
A,21.7155,16.3405,0.1211,28,0,14.6489,East
C,17.9889,17.7916,0.8276,48,1,15.2848,West
C,13.0352,49.563,0.3713,23,0,12.5879,North
A,19.6073,41.4237,0.59,3,0,12.7674,West
C,14.0595,76.9804,0.8851,46,1,16.726,South
B,9.7678,72.8603,0.1474,32,1,17.0014,North
A,12.1323,4.4482,0.4543,31,2,13.1063,East
A,18.536,75.659,0.3185,21,0,17.0637,East
B,21.5319,17.0373,0.8254,26,1,19.4533,North
B,21.1567,13.7099,0.5193,36,1,20.3998,West
A,20.1321,5.3157,0.2243,39,1,11.0575,West
C,9.2666,54.6199,0.8104,32,1,16.5277,South
B,16.623,61.9687,0.4659,26,0,12.5476,South
A,20.1299,8.822,0.4799,7,2,16.3501,West
A,17.3117,6.5603,0.4414,38,1,17.2291,West
A,21.507,38.5282,0.1578,42,0,14.4363,East
B,17.728,32.3896,0.3715,46,0,14.5586,South
A,20.6473,16.7946,0.1464,13,2,17.3061,South
C,10.0315,66.3142,0.6446,29,1,14.9645,North
B,10.3259,60.5603,0.1824,18,1,15.539,West
A,20.8588,3.8958,0.5096,33,1,12.607,North
C,10.5378,5.8246,0.3561,30,0,12.6971,West
A,17.4382,19.9042,0.2219,13,1,16.6972,East
A,19.0594,33.0195,0.6285,12,1,11.5907,East
C,11.0994,26.0886,0.7819,35,2,9.8269,South
B,17.3754,24.4761,0.819,13,2,13.742,North
C,10.6705,44.7649,0.2967,33,0,15.5209,East
B,14.3611,57.3027,0.4767,28,1,11.5933,West
C,14.4017,90.091,0.4979,15,0,16.189,North
B,9.9296,6.8747,0.1826,48,1,17.4253,South
C,14.1987,24.4414,0.5746,38,0,15.8502,West
B,20.7968,6.5991,0.3129,44,0,12.9456,West
A,17.238,23.5726,0.6362,11,1,19.8565,East
C,10.5938,54.793,0.1557,43,0,15.9481,North
C,9.2315,86.5731,0.7943,36,0,14.7714,East
B,16.1235,51.25,0.2749,27,1,14.3992,North
C,13.9146,48.7102,0.4758,27,1,10.737,West
B,14.6807,47.9795,0.3634,22,1,14.2775,South
C,9.5341,71.511,0.3183,21,1,13.3933,North
A,15.1968,61.7473,0.2579,2,1,15.4303,East
A,20.5714,29.4698,0.3752,6,1,16.4067,South
C,9.9179,57.5396,0.6555,32,1,13.1576,West
A,12.2072,42.3774,0.1351,9,1,10.3834,West
A,21.4496,3.0472,0.6305,24,0,15.6393,East
A,15.8909,32.8703,0.0713,3,1,15.7853,North
C,15.3718,76.4239,0.3132,45,1,16.0722,East
A,21.9769,7.7768,0.3233,45,1,14.3128,East
A,12.2294,34.5623,0.1072,10,0,15.9128,West
B,18.1013,9.45,0.3572,17,1,18.2251,West
A,15.2585,27.4181,0.3153,28,1,13.937,South
A,20.1998,28.103,0.1385,2,0,16.0503,South
A,21.3905,57.2089,0.2554,17,2,17.6227,North
B,17.9846,54.8416,0.2227,24,0,17.2323,North
C,15.6787,96.4868,0.6099,47,0,16.1546,West
B,18.8041,11.1318,0.4931,31,0,15.571,West
A,21.3302,36.3554,0.5865,34,1,13.4362,West
B,11.0485,13.618,0.1548,24,0,14.473,East
C,16.4463,2.0327,0.5381,42,0,13.3809,North
B,15.3593,26.8829,0.2374,41,1,17.1169,South
C,10.4326,45.9609,0.7816,6,0,14.1411,North
A,16.0293,28.9092,0.4223,32,1,15.6117,South
A,16.4518,37.7733,0.3648,16,2,14.2001,East
A,17.9153,21.3398,0.4996,25,1,14.9288,South
B,21.0749,53.3251,0.498,40,0,16.4297,East
A,14.1832,36.2014,0.3097,11,1,18.1824,South
A,16.3208,31.4141,0.3058,30,0,16.0056,East
C,8.709,27.2011,0.3238,19,0,17.8132,North
C,9.1892,114.0696,0.4862,40,0,12.466,South
A,21.4246,13.5702,0.1729,28,1,19.6619,South
B,12.4279,22.6754,0.5595,39,1,15.2353,South
C,11.3315,120.0,0.3006,22,0,15.8987,West
C,21.9779,115.5989,0.8287,18,0,17.8383,North
B,11.5484,74.9756,0.2251,38,1,17.3133,East
A,15.0747,27.6142,0.1518,21,1,14.8246,South
A,11.33,32.0509,0.7917,2,3,16.6233,South
C,11.2871,17.8118,0.4183,19,1,15.5943,West
B,17.5667,13.3829,0.7454,17,1,15.398,West
A,20.9866,32.0029,0.2841,4,2,11.5549,East
C,16.4369,61.0081,0.5055,42,0,12.3141,North
C,20.6553,43.5542,0.7927,26,0,11.3277,North
C,15.1951,60.55,0.4452,47,0,12.8371,West
C,16.3913,78.5394,0.6906,42,0,14.7913,South
B,15.392,107.7458,0.3884,47,1,15.0019,East
B,17.5707,25.5697,0.3608,34,0,13.722,South
A,10.4698,26.2226,0.5941,12,2,16.5075,South
B,10.994,25.9578,0.4817,23,0,15.7123,South
B,17.592,16.6558,0.5531,28,1,16.3234,East
B,18.9998,29.9152,0.2736,8,0,13.0561,North
C,8.5871,51.1126,0.0086,36,0,13.2534,West
B,12.9156,28.0933,0.3164,42,2,11.6595,East
A,19.0008,15.9491,0.3021,36,0,17.6438,South
C,11.7995,41.1645,0.5851,25,0,17.554,East
B,19.7616,25.1573,0.1898,31,1,15.5543,East
C,12.3338,37.311,0.4093,35,0,15.4426,West
B,17.7479,52.1774,0.6871,4,0,14.2137,South
C,8.5578,30.4747,0.8334,43,0,14.3475,South
C,15.7198,45.3899,0.1868,34,0,15.2973,North
C,12.3551,15.0074,0.6608,36,0,15.2564,South
A,18.8268,23.2044,0.1446,12,0,16.7369,East
A,19.9864,20.3792,0.7755,15,0,12.7027,South
B,21.6026,45.6379,0.3581,42,0,12.4602,West
A,16.7825,26.9007,0.5087,19,3,13.3965,North
B,9.8929,58.0151,0.4265,18,1,20.1703,South
B,8.8856,49.7494,0.286,22,2,17.3293,West
C,12.0581,81.099,0.7023,27,0,15.1029,East
C,8.435,40.8865,0.4044,28,0,14.3346,South
B,10.042,23.6034,0.2819,16,1,17.8144,West
C,11.6302,83.0102,0.8409,11,1,12.0685,West
A,16.092,26.4125,0.3484,28,0,13.0206,East
A,17.3314,76.7762,0.2297,43,0,15.7013,South
B,12.3313,3.5331,0.7947,22,0,15.6237,South
A,17.7448,19.2465,0.5389,20,0,16.6005,West
C,18.3755,53.4376,0.6163,36,2,18.9146,North
C,19.312,37.6085,0.9649,34,0,13.4457,East
C,9.8484,86.7453,0.6302,38,0,11.5496,North
B,18.4423,45.614,0.3269,47,2,16.3058,North
B,10.8015,15.3306,0.2983,24,1,14.0274,West
B,14.2716,26.0319,0.2786,41,0,17.3467,East
A,20.1521,8.4551,0.5411,5,1,17.1881,East
B,10.2057,42.9012,0.4974,24,2,17.4014,East
C,16.0449,32.9498,0.7874,1,1,15.3473,East
C,14.503,55.0144,0.4019,35,0,12.2418,North
A,11.9706,35.1813,0.2436,6,3,10.5538,West
A,14.1093,38.7649,0.4613,16,1,11.671,South
B,10.9017,19.2421,0.4077,7,2,14.4063,East
C,11.2846,12.1013,0.4657,14,0,14.6979,North
B,11.9751,17.9023,0.4888,5,0,12.6649,East
C,17.6436,28.0626,0.5422,48,0,14.1501,East
C,14.9187,19.9662,0.6207,29,1,15.363,West
B,19.3079,23.243,0.6152,36,0,14.8708,North
C,16.7048,58.5229,0.8851,31,2,14.89,North
A,16.7621,43.9864,0.3657,4,0,12.7733,South
C,9.587,30.9101,0.3029,15,1,12.8948,North
B,17.1295,43.0084,0.4156,48,0,15.795,East
A,18.0486,86.6714,0.2171,17,0,13.9987,South
C,14.5289,51.1517,0.6287,28,0,13.1352,East
A,19.7521,22.3572,0.4199,28,1,17.6135,East
C,11.4786,7.8018,0.5484,46,1,19.1944,South
B,13.6056,16.304,0.3973,36,0,15.3272,East
A,19.3697,41.6273,0.0196,37,0,14.2557,East
B,11.9473,2.8613,0.3115,4,0,17.6285,East
B,20.2975,59.4421,0.2428,46,0,16.0593,North
A,19.4341,13.4572,0.5528,12,1,15.403,East
A,16.95,35.0292,0.2243,12,1,17.8043,South
A,16.3783,12.2741,0.648,30,3,13.6584,East
A,18.2619,18.5442,0.5248,4,0,19.1736,South
C,11.3477,13.2197,0.431,12,0,18.0089,North
A,18.3946,71.671,0.4713,3,1,14.4983,North
B,19.71,69.8181,0.3952,48,0,14.2744,South
B,19.8767,75.2725,0.4948,35,1,16.2165,North
B,19.6312,35.2104,0.6013,48,0,15.8668,South
A,18.4469,29.3099,0.0826,5,0,12.0067,North
B,17.0194,43.4639,0.3582,48,1,16.985,South
C,8.9131,70.9124,0.9619,10,0,14.8964,East
A,17.1506,9.9861,0.2177,31,3,17.5493,South
C,11.9696,70.1623,0.6181,25,0,15.0292,North
B,14.5214,51.5477,0.5293,10,0,16.7336,South
C,10.8433,12.9678,0.5957,29,2,11.5474,North
C,12.596,40.8735,0.575,30,0,15.048,West
B,14.3438,26.3415,0.4328,26,2,16.6558,East
B,18.1228,8.9344,0.5174,13,1,12.8948,North
C,14.4016,18.4099,0.9773,28,1,18.1878,West
A,13.0246,11.7255,0.198,12,0,17.6305,South
C,11.0469,29.4267,0.7503,23,1,16.9334,South
C,11.0289,49.4419,0.2169,42,2,17.8481,North
B,18.7573,39.2064,0.684,10,0,15.4494,East
B,8.6107,37.5371,0.5323,2,1,16.5505,South
B,17.1997,110.8822,0.5435,4,1,12.9632,West
A,20.8735,7.2792,0.0836,40,1,13.01,West
C,9.5003,28.5963,0.3211,13,1,16.841,West
B,18.0688,54.5788,0.4972,16,1,17.3127,North
A,20.8756,7.796,0.6542,8,0,14.3156,South
